Periodo,Sede,Facultad  ,Código Depto,Departamento,Id Asignatura,Asignatura,Sección,Duración,Jornada,Cupo,Inscritos,Día,Hora Inicio,Hora Fin,Fecha Inicio,Fecha Fin,Lugar,Edificio,Profesor Principal,RUN,Nombre Docente,1er Apellido Docente,2so Apellido Docente,Jerarquización
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH236032, CONCURSO DE ESCUELAS,210,S,Diurno,17,15,martes,11:15,12:35,01/08/24,30/12/24,Library,BEAUXBATON - EDIFICIO A,S,38410052,Daphne,Greengrass,0,INSD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH236032, CONCURSO DE ESCUELAS,210,S,Diurno,17,15,martes,12:45,14:05,01/08/24,30/12/24,Library,BEAUXBATON - EDIFICIO A,S,38410052,Daphne,Greengrass,0,INSD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236011,ANÁLISIS DE INFORMACIÓN ASTROLOGICA,10,S,Diurno,30,30,martes,09:45,11:05,01/08/24,30/12/24,AULA E,HOGWARTS - ,S,41647869,Dean,Thomas,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236011,ANÁLISIS DE INFORMACIÓN ASTROLOGICA,10,S,Diurno,30,30,martes,11:15,12:35,01/08/24,30/12/24,AULA E,HOGWARTS - ,S,41647869,Dean,Thomas,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236011,ANÁLISIS DE INFORMACIÓN ASTROLOGICA,20,S,Diurno,30,11,martes,14:15,15:35,01/08/24,30/12/24,AULA E,HOGWARTS - ,S,41647869,Dean,Thomas,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236011,ANÁLISIS DE INFORMACIÓN ASTROLOGICA,20,S,Diurno,30,11,martes,15:45,17:05,01/08/24,30/12/24,AULA E,HOGWARTS - ,S,41647869,Dean,Thomas,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13946,ELECTIVO AREA: MEDICINA LEGAL,20,S,Vespertino,27,11,miércoles,18:50,20:10,01/08/24,30/12/24,209 (H),HOGWARTS - TORRE B,S,44802483,Dennis,Creevey,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13946,ELECTIVO AREA: MEDICINA LEGAL,20,S,Vespertino,27,11,miércoles,20:15,21:35,01/08/24,30/12/24,209 (H),HOGWARTS - TORRE B,S,44802483,Dennis,Creevey,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13946,ELECTIVO AREA: MEDICINA LEGAL,10,S,Diurno,20,17,miércoles,15:45,17:05,01/08/24,30/12/24,308,HOGWARTS - TORRE B,S,44802483,Dennis,Creevey,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13946,ELECTIVO AREA: MEDICINA LEGAL,10,S,Diurno,20,17,miércoles,17:15,18:35,01/08/24,30/12/24,308,HOGWARTS - TORRE B,S,44802483,Dennis,Creevey,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,40,S,Vespertino,20,15,miércoles,18:50,20:10,01/08/24,30/12/24,216,HOGWARTS - TORRE B,S,45197848,DESIGNAR,POR,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,40,S,Vespertino,20,15,miércoles,20:15,21:35,01/08/24,30/12/24,216,HOGWARTS - TORRE B,S,45197848,DESIGNAR,POR,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,40,S,Vespertino,20,15,miércoles,21:40,23:00,01/08/24,30/12/24,216,HOGWARTS - TORRE B,S,45197848,DESIGNAR,POR,0,JC1
2024-02,hogwarts,Ministerio de magia,8020,Ministerio de magia,PH110059,CTI: COMPETENCIAS DE LIDERAZGO MAGICO,30,S,Diurno,42,42,martes,15:45,17:05,01/08/24,30/12/24,210,HOGWARTS - TORRE B,S,46423089,Dolores,Umbridge,0,ATD
2024-02,hogwarts,Ministerio de magia,8020,Ministerio de magia,PH110059,CTI: COMPETENCIAS DE LIDERAZGO MAGICO,40,S,Diurno,42,42,miércoles,15:45,17:05,01/08/24,30/12/24,205,HOGWARTS - TORRE B,S,46423089,Dolores,Umbridge,0,ATD
2024-02,hogwarts,Ministerio de magia,8020,Ministerio de magia,PH110059,CTI: COMPETENCIAS DE LIDERAZGO MAGICO,60,S,Diurno,35,32,martes,14:15,15:35,01/08/24,31/12/24,317,HOGWARTS - TORRE B,S,46423089,Dolores,Umbridge,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH13143,TIMOS Título Indispensable de Magia Ordinaria,30,I,Diurno,15,3,martes,17:15,18:35,01/08/24,30/12/24,306,HOGWARTS - TORRE B,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH13143,TIMOS Título Indispensable de Magia Ordinaria,30,I,Diurno,15,3,martes,18:50,20:10,01/08/24,30/12/24,306,HOGWARTS - TORRE B,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236003,Examinador de Aparición I,40,S,Diurno,14,14,martes,14:15,15:35,01/08/24,30/12/24,103 (EX 116) (H),HOGWARTS - TORRE D,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236003,Examinador de Aparición I,40,S,Diurno,14,14,martes,15:45,17:05,01/08/24,30/12/24,103 (EX 116) (H),HOGWARTS - TORRE D,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236021,Examinador de Aparición V,10,S,Diurno,11,11,martes,09:45,11:05,01/08/24,30/12/24,205,HOGWARTS - TORRE B,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236021,Examinador de Aparición V,10,S,Diurno,11,11,martes,11:15,12:35,01/08/24,30/12/24,205,HOGWARTS - TORRE B,S,46552732,Dolores,Umbridge,0,JC1
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,70,S,Diurno,38,38,martes,08:15,09:35,01/08/24,30/12/24,416,HOGWARTS - TORRE B,S,47906343,Draco,Malfoy,0,JT1
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH23637,PÁRSEL I,70,S,Diurno,38,38,miércoles,08:15,09:35,01/08/24,30/12/24,416,HOGWARTS - TORRE B,S,47906343,Draco,Malfoy,0,JT1
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH233410,PÁRSEL III,60,S,Diurno,20,13,lunes,14:15,15:35,01/08/24,30/12/24,103 (EX 116) (H),HOGWARTS - TORRE D,S,47906343,Draco,Malfoy,0,JT1
2024-02,hogwarts,Ministerio de magia,9010,PROGRAMA DE PÁRCEL,WH233410,PÁRSEL III,60,S,Diurno,20,13,lunes,15:45,17:05,01/08/24,30/12/24,103 (EX 116) (H),HOGWARTS - TORRE D,S,47906343,Draco,Malfoy,0,JT1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,20,S,Diurno,20,14,jueves,14:15,15:35,01/08/24,30/12/24,416,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,20,S,Diurno,20,14,jueves,15:45,17:05,01/08/24,30/12/24,416,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,20,S,Diurno,20,14,jueves,17:15,18:35,01/08/24,30/12/24,416,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,70,S,Vespertino,16,3,jueves,18:50,20:10,01/08/24,30/12/24,201,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,70,S,Vespertino,16,3,jueves,20:15,21:35,01/08/24,30/12/24,201,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,70,S,Vespertino,16,3,jueves,21:40,23:00,01/08/24,30/12/24,201,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,40,S,Diurno,20,17,miércoles,08:15,09:35,01/08/24,30/12/24,405,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,40,S,Diurno,20,17,miércoles,09:45,11:05,01/08/24,30/12/24,405,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13509,ARTES OSCURAS II,40,S,Diurno,20,17,miércoles,11:15,12:35,01/08/24,30/12/24,405,HOGWARTS - TORRE B,S,50846516,Dudley,Dursley,AGUILERA,ATD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13467,POCIONES I,220,S,Diurno,55,51,martes,14:15,15:35,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,52199394,Ernie,Macmillan,0,ASD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13467,POCIONES I,220,S,Diurno,55,51,martes,15:45,17:05,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,52199394,Ernie,Macmillan,0,ASD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13467,POCIONES I,220,S,Diurno,55,51,martes,17:15,18:35,01/08/24,30/12/24,102 (H),BEAUXBATON - EDIFICIO A,S,52199394,Ernie,Macmillan,0,ASD
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,250,S,Diurno,45,25,jueves,11:15,12:35,01/08/24,30/12/24,410,BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,250,S,Diurno,45,25,jueves,12:45,14:05,01/08/24,30/12/24,410,BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,270,S,Diurno,49,47,lunes,11:15,12:35,01/08/24,30/12/24,508,BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,270,S,Diurno,49,47,lunes,12:45,14:05,01/08/24,30/12/24,508,BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,210,S,Diurno,48,47,martes,11:15,12:35,01/08/24,30/12/24,413 (H),BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,240,S,Diurno,45,45,miércoles,08:15,09:35,01/08/24,30/12/24,507 (H),BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,240,S,Diurno,45,45,miércoles,09:45,11:05,01/08/24,30/12/24,507 (H),BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,210,S,Diurno,48,47,miércoles,11:15,12:35,01/08/24,30/12/24,AUDITORIO 1 (H) ,BEAUXBATON - EDIFICIO A,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH233410,PÁRSEL III,240,S,Diurno,45,26,martes,17:15,18:35,01/08/24,30/12/24,408 (H),BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH233410,PÁRSEL III,240,S,Diurno,45,26,martes,18:50,20:10,01/08/24,30/12/24,408 (H),BEAUXBATON - EDIFICIO B,S,54966881,Filius,Flitwick,0,SIN
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23494,PREPARACIÓN T.I.M.O,20,S,Diurno,18,8,lunes,14:15,15:35,01/08/24,30/12/24,302,HOGWARTS - TORRE B,S,55077408,Firenze,0,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23494,PREPARACIÓN T.I.M.O,20,S,Diurno,18,8,lunes,15:35,17:05,01/08/24,30/12/24,302,HOGWARTS - TORRE B,S,55077408,Firenze,0,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23494,PREPARACIÓN T.I.M.O,20,S,Diurno,18,8,lunes,17:15,18:35,01/08/24,30/12/24,302,HOGWARTS - TORRE B,S,55077408,Firenze,0,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,40,S,Diurno,20,20,martes,08:15,09:35,01/08/24,30/12/24,207,HOGWARTS - TORRE D,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,40,S,Diurno,20,20,martes,09:45,11:05,01/08/24,30/12/24,207,HOGWARTS - TORRE D,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23495,REUNIÓN MAGICA  II,40,S,Diurno,20,20,martes,11:15,12:35,01/08/24,30/12/24,207,HOGWARTS - TORRE D,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,10,S,Diurno,20,19,viernes,08:15,09:35,01/08/24,30/12/24,209 (H),HOGWARTS - TORRE B,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP24090,TALLER DE LIBRO REGLAMENTARIO DE HECHIZOS,10,S,Diurno,20,19,viernes,09:45,11:05,01/08/24,30/12/24,209 (H),HOGWARTS - TORRE B,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24441,ESTUDIOS DE DEMONIOS NECROFAGOS  VI,20,S,Vespertino,30,12,jueves,18:50,20:10,01/08/24,30/12/24,410,HOGWARTS - TORRE B,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH24441,ESTUDIOS DE DEMONIOS NECROFAGOS  VI,20,S,Vespertino,30,12,jueves,20:15,21:35,01/08/24,30/12/24,410,HOGWARTS - TORRE B,S,55310052,Fleur,Delacour,0,JC1
2024-02,hogwarts,Ministerio de magia,8020,Ministerio de magia,PH110086,TUTORÍAS DE ACOMPAÑAMIENTO MAGICO,40,S,Diurno,44,0,viernes,12:45,14:05,01/08/24,31/12/24,39,HOGWARTS - TORRE  II,S,55813714,Fred,Weasley,SILVA,O
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,30,S,Diurno,75,75,lunes,14:15,15:35,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,30,S,Diurno,75,75,lunes,15:45,17:05,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13457,ENCANTAMIENTOS  I,30,S,Diurno,75,75,lunes,17:15,18:35,01/08/24,30/12/24,AULA D (H),HOGWARTS - ,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,30,S,Vespertino,20,20,miércoles,18:50,20:10,01/08/24,30/12/24,312,HOGWARTS - TORRE B,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,30,S,Vespertino,20,20,miércoles,20:15,21:35,01/08/24,30/12/24,312,HOGWARTS - TORRE B,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13468,ENCANTAMIENTOS  III,30,S,Vespertino,20,20,miércoles,21:40,23:00,01/08/24,30/12/24,312,HOGWARTS - TORRE B,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP14148,TALLER DE POCIONES,10,S,Diurno,35,35,jueves,08:15,09:35,01/08/24,30/12/24,211,HOGWARTS - TORRE B,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,HP14148,TALLER DE POCIONES,10,S,Diurno,35,35,jueves,09:45,11:05,01/08/24,30/12/24,211,HOGWARTS - TORRE B,S,56320673,George,Weasley,DIAZ,JC1
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,10,S,Diurno,60,55,viernes,08:15,09:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,56799171,Gilderoy,Lockhart,MICHEA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,10,S,Diurno,60,55,viernes,09:45,11:05,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,56799171,Gilderoy,Lockhart,MICHEA,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13489,OROCRUX,10,S,Diurno,60,55,viernes,11:15,12:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,56799171,Gilderoy,Lockhart,MICHEA,ATD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,210,S,Diurno,20,17,miércoles,14:15,15:35,01/08/24,30/12/24,504,BEAUXBATON - EDIFICIO B,S,59060195,Ginny,Weasley,0,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,210,S,Diurno,20,17,miércoles,15:45,17:05,01/08/24,30/12/24,504,BEAUXBATON - EDIFICIO B,S,59060195,Ginny,Weasley,0,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH23492,REUNIÓN MAGICA I,210,S,Diurno,20,17,miércoles,17:15,18:35,01/08/24,30/12/24,504,BEAUXBATON - EDIFICIO B,S,59060195,Ginny,Weasley,0,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH233412,OPTATIVO DE FACULTAD II,210,S,Diurno,17,14,miércoles,11:15,12:35,01/08/24,30/12/24,407,BEAUXBATON - EDIFICIO B,S,59354276,Godric ,Gryffindor,0,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,6012,ESCUELA DE Hechicería,WH233412,OPTATIVO DE FACULTAD II,210,S,Diurno,17,14,miércoles,12:45,14:05,01/08/24,30/12/24,407,BEAUXBATON - EDIFICIO B,S,59354276,Godric ,Gryffindor,0,SIN
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13456,MAGIA POLITICA,30,S,Diurno,60,59,jueves,08:15,09:35,01/08/24,30/12/24,210 (H),HOGWARTS - TORRE D,S,61624006,Gregory,Goyle,0,INSR
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13456,MAGIA POLITICA,30,S,Diurno,60,59,jueves,09:45,11:05,01/08/24,30/12/24,210 (H),HOGWARTS - TORRE D,S,61624006,Gregory,Goyle,0,INSR
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13456,MAGIA POLITICA,30,S,Diurno,60,59,jueves,11:15,12:35,01/08/24,30/12/24,210 (H),HOGWARTS - TORRE D,S,61624006,Gregory,Goyle,0,INSR
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,290,S,Diurno,35,35,lunes,11:15,12:35,01/08/24,30/12/24,203,BEAUXBATON - EDIFICIO A,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,290,S,Diurno,35,35,lunes,12:45,14:05,01/08/24,30/12/24,203,BEAUXBATON - EDIFICIO A,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,220,S,Diurno,41,41,lunes,15:45,17:05,01/08/24,30/12/24,204,BEAUXBATON - EDIFICIO A,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,220,S,Diurno,41,41,lunes,17:15,18:35,01/08/24,30/12/24,204,BEAUXBATON - EDIFICIO A,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,260,S,Diurno,49,46,viernes,14:15,15:35,01/08/24,30/12/24,413 (H),BEAUXBATON - EDIFICIO B,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Ministerio de magia,9010,PROGRAMA DE pársel,WH23637,PÁRSEL I,260,S,Diurno,49,46,viernes,15:45,17:05,01/08/24,30/12/24,413 (H),BEAUXBATON - EDIFICIO B,S,62216545,Hannah,Abbott,0,SIN
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13985,ELECTIVO AREA:  MAGIA INTERNACIONAL PRIVADA,210,S,Diurno,35,24,viernes,08:15,09:35,01/08/24,31/12/24,202,BEAUXBATON - EDIFICIO A,S,62262145,Harry,Potter,TORRALBO,ATD
2024-02,Beauxbaton,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13985,ELECTIVO AREA:  MAGIA INTERNACIONAL PRIVADA,210,S,Diurno,35,24,viernes,09:45,11:05,01/08/24,31/12/24,202,BEAUXBATON - EDIFICIO A,S,62262145,Harry,Potter,TORRALBO,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236022,ANÁLISIS DE INFORMACIÓN ASTRONOMICA,10,S,Diurno,25,7,jueves,14:15,15:35,01/08/24,30/12/24,410,HOGWARTS - TORRE B,S,62513980,Helga ,Hufflepuff,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236022,ANÁLISIS DE INFORMACIÓN ASTRONOMICA,10,S,Diurno,25,7,jueves,15:45,17:05,01/08/24,30/12/24,410,HOGWARTS - TORRE B,S,62513980,Helga ,Hufflepuff,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,30,S,Diurno,10,7,miércoles,09:45,11:05,01/08/24,30/12/24,306,HOGWARTS - TORRE B,S,62513980,Helga ,Hufflepuff,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236036,PREPARACIÓN T.I.M.O II,30,S,Diurno,10,7,miércoles,11:15,12:35,01/08/24,30/12/24,306,HOGWARTS - TORRE B,S,62513980,Helga ,Hufflepuff,0,ATD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13475,ESTUDIOS DE DEMONIOS NECROFAGOS  IV,10,S,Vespertino,40,9,jueves,18:50,20:10,01/08/24,30/12/24,315,HOGWARTS - TORRE B,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13475,ESTUDIOS DE DEMONIOS NECROFAGOS  IV,10,S,Vespertino,40,9,jueves,20:15,21:35,01/08/24,30/12/24,315,HOGWARTS - TORRE B,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13475,ESTUDIOS DE DEMONIOS NECROFAGOS  IV,10,S,Vespertino,40,9,jueves,21:40,23:00,01/08/24,30/12/24,315,HOGWARTS - TORRE B,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13487,ESTUDIOS DE DEMONIOS NECROFAGOS  V,10,S,Diurno,60,55,jueves,14:15,15:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13487,ESTUDIOS DE DEMONIOS NECROFAGOS  V,10,S,Diurno,60,55,jueves,15:45,17:05,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,4010,ESCUELA DE MAGIA,GH13487,ESTUDIOS DE DEMONIOS NECROFAGOS  V,10,S,Diurno,60,55,jueves,17:15,18:35,01/08/24,30/12/24,AULA A (H),HOGWARTS - ,S,62727229,Hermione,Granger,0,ASD
2024-02,hogwarts,Facultad de Magia y Hechicería,6012,ESCUELA DE HECHICERÍA,WH236002,FUNDAMENTOS MAGICOS,10,S,Diurno,35,33,martes,09:45,11:05,01/08/24,30/12/24,204,HOGWARTS - TORRE B,S,62988035,Horace,Slughorn,0,INSD
