"Código Plan",Plan,Cohorte,Sede,RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Número de alumno","Periodo Asignatura","Código Asignatura",Asignatura,Convocatoria,Calificación,Nota
HP2,"Magia PLAN 2005",2008-01,Hogwarts,25055012,3,"RODRIGO ANDRÉS",VALDÉS,LÓPEZ,1151,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.2
HP2,"Magia PLAN 2005",2008-01,Hogwarts,14352667,K,"MAGDALENA PASCAL",VERA,COLLAO,2253,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.6
HP2,"Magia PLAN 2005",2008-01,Hogwarts,10196243,9,"DAN ISAAC",VILLA,RIQUELME,1344,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.1
HP2,"Magia PLAN 2005",2008-01,Hogwarts,8129036,4,"SEBASTIÁN GABRIEL",ZÚÑIGA,GAJARDO,1316,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.4
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,24200357,3,"JORGE IGNACIO",ALFARO,AGUIRRE,1886,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,15854217,2,"MARTA ANDREA",ALIAGA,MOLINA,823,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,15284186,4,"ESTEBAN ELOY",ARÉVALO,GÓMEZ,1222,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.9
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,21213312,6,LEILA,BELSO,FLORES,808,2015-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3.8
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,21742290,8,"DANIELA FRANCIA",BRAVO,MILLANAO,835,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.8
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,8054507,1,"PAMELA ALEJANDRA",CAMPOS,VILLARROEL,707,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.8
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,16977229,3,"JORGE ANTONIO",CARO,ARRIAGADA,765,2014-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.9
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,16037485,3,"JEAN-PIERRE ALEJANDRO",FARÍAS,ROJAS,832,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.2
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,23620120,8,"HERNÁN JESÚS",FUENTES,GONZÁLEZ,824,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.6
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,10067015,K,"ESTEFANÍA CONSTANZA",GALAZ,CARRASCO,1838,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.3
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,25887826,5,"DANIELA ALEJANDRA",GARCÍA,GONZÁLEZ,849,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.9
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,21171517,1,SEBASTIÁN,JARPA,FERNÁNDEZ,836,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,4392795,9,"DANIELA ROXANA",LAGOS,MUÑOZ,714,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,18949413,4,"TOMÁS ANDRÉS",LÓPEZ,RODRÍGUEZ,2135,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.1
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,6144232,1,"MÓNICA VIVIANA",MENA,CASTILLO,739,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.3
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,23853324,3,"GABRIELA LUCIA",MORGADO,GUTIERREZ,785,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.9
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,8325530,0,"STEFANO VITTORIO",NORDETTI,MOORE,814,2012-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.5
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,8349067,3,"LORETO ALEJANDRA",ROJAS,MATURANA,801,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.5
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,16156264,K,"CAMILA ANTONIA",ROJAS,PALMA,2501,2015-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,7162966,4,"GABRIEL HERNÁN",SALAS,BRIZUELA,840,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.2
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,22386709,7,"FRANCISCO JAVIER",SOTELO,GOMEZ,1647,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,22386709,7,"FRANCISCO JAVIER",SOTELO,GOMEZ,1647,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",MAR,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,9409759,1,"DIANA CAROLINA",SOTOMAYOR,FLORES,738,2012-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,9530417,3,"MAGDALENA LORETO",VALLADARES,CARREÑO,895,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.4
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,23515081,3,"TAMARA SALOMÉ",VÁSQUEZ,CALLEJAS,788,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4
HP2,"Magia PLAN 2005",2008-02,Hogwarts,9189979,8,"LUIS ALBERTO",BÓRQUEZ,BRITO,1614,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.8
HP2,"Magia PLAN 2005",2008-02,Hogwarts,9189979,8,"LUIS ALBERTO",BÓRQUEZ,BRITO,1614,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1
HP2,"Magia PLAN 2005",2008-02,Hogwarts,25126881,2,"FELIPE JESUS",BURGOS,VERGARA,1605,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.9
HP2,"Magia PLAN 2005",2008-02,Hogwarts,14617552,8,"CRISTIAN IGNACIO",FERNANDEZ,ADASME,1592,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5
HP2,"Magia PLAN 2005",2008-02,Hogwarts,14617552,8,"CRISTIAN IGNACIO",FERNANDEZ,ADASME,1592,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1
HP2,"Magia PLAN 2005",2008-02,Hogwarts,15332054,6,"CATALINA ANDREA",GARCÍA,SÁNCHEZ,1597,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.8
HP2,"Magia PLAN 2005",2008-02,Hogwarts,13897016,2,"SOLANGE ANDREA",GERALDO,MUÑOZ,1577,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,M,2.8
HP2,"Magia PLAN 2005",2008-02,Hogwarts,15688649,2,"EMIL SERGEI",RAMMSY,ANGUELOVA,1586,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.4
HP2,"Magia PLAN 2005",2008-02,Hogwarts,20068348,K,"VALENTIN ENRIQUE",ROJAS,LAGOS,1584,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3
HP2,"Magia PLAN 2005",2008-02,Hogwarts,20068348,K,"VALENTIN ENRIQUE",ROJAS,LAGOS,1584,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,SU,4.1
HP2,"Magia PLAN 2005",2008-02,Hogwarts,22877355,1,"ASTRID VALESKA",SANDOVAL,MONTOYA,1569,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4
HP2,"Magia PLAN 2005",2008-02,Hogwarts,24778753,4,"TATIANA PAULINA",SEPÚLVEDA,ECHEVERRÍA,1578,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.3
HP2,"Magia PLAN 2005",2008-02,Hogwarts,8121201,2,"IGNACIO ANDRÉS",SILVA,JARA,1596,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.5
HP2,"Magia PLAN 2005",2008-02,Hogwarts,8118022,4,"MELISSA BELÉN",TAPIA,VEAS,1600,2012-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.5
HP2,"Magia PLAN 2005",2008-02,Hogwarts,8316089,7,"MARIA CRISTINA",UGARTE,CORTES,1580,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.8
HP2,"Magia PLAN 2005",2008-02,Hogwarts,17265313,0,"GABRIEL ALEJANDRO",VILLEGAS,FIGUEROA,2251,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,MM,1
HP2,"Magia PLAN 2005",2008-02,Hogwarts,17265313,0,"GABRIEL ALEJANDRO",VILLEGAS,FIGUEROA,2251,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,14373930,0,PAULINA,BOCAZ,SALAÜE,844,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19219915,0,"GERARDO ENRIQUE",CASTRO,HUENUL,1041,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,NP,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19219915,0,"GERARDO ENRIQUE",CASTRO,HUENUL,1041,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,1301,2008-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,R,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,1301,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",MAR,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,1301,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,I,3.3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,7180275,9,"JULIO HERNAN",CORNEJO,DIAZ,1018,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",MAR,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,7180275,9,"JULIO HERNAN",CORNEJO,DIAZ,1018,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,I,3.6
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,11101566,5,"SAMUEL EDWARD",FASSLER,CELIS,1028,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3.2
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,11101566,5,"SAMUEL EDWARD",FASSLER,CELIS,1028,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,23719564,9,"RAMIRO EDUARDO",GAJARDO,TERAN,1011,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1.4
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,23719564,9,"RAMIRO EDUARDO",GAJARDO,TERAN,1011,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,23719564,9,"RAMIRO EDUARDO",GAJARDO,TERAN,1011,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,NP,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,23719564,9,"RAMIRO EDUARDO",GAJARDO,TERAN,1011,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,10433436,4,"JAVIER IVÁN",LERMANDA,REYES,1013,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,NP,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,10433436,4,"JAVIER IVÁN",LERMANDA,REYES,1013,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,SU,4.7
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,10433436,4,"JAVIER IVÁN",LERMANDA,REYES,1013,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3.7
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,10433436,4,"JAVIER IVÁN",LERMANDA,REYES,1013,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,9047700,3,"AÍDA SIXTINA",MANRÍQUEZ,NAVEAS,1017,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,18156343,4,"MARCELO ARCHIVALDO",REBOLLEDO,CAMILO,1032,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,NP,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,18156343,4,"MARCELO ARCHIVALDO",REBOLLEDO,CAMILO,1032,2009-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,SU,4
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,25341473,K,"PABLO EMILIO",RODRÍGUEZ,GUZMÁN,1035,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3.8
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,25341473,K,"PABLO EMILIO",RODRÍGUEZ,GUZMÁN,1035,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,SU,4
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,14671792,6,"HORACIO ALBERTO",ROJAS,ARAYA,1015,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,14671792,6,"HORACIO ALBERTO",ROJAS,ARAYA,1015,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,11929230,K,"CHRISTIAAN ALEXIS",SOTO,LIRA,1796,2008-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,16952211,3,"MAURICIO FERNANDO",VEGA,GUTIÉRREZ,1030,2011-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,17265313,0,"GABRIEL ALEJANDRO",VILLEGAS,FIGUEROA,1022,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,MM,1
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,17265313,0,"GABRIEL ALEJANDRO",VILLEGAS,FIGUEROA,1022,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,12816849,0,"VLADIMIR JONATHAN ESTEBAN",VUKASOVIC,SOTO,1021,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,M,2.2
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,12816849,0,"VLADIMIR JONATHAN ESTEBAN",VUKASOVIC,SOTO,1021,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,I,3.6
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,12816849,0,"VLADIMIR JONATHAN ESTEBAN",VUKASOVIC,SOTO,1021,2010-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",MAR,MM,1
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2009-01,Beauxbaton,11204054,4,"MACARENA ANDREA",HARBOTTLE,ÁLVAREZ,731,2015-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.3
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2009-01,Beauxbaton,9580085,4,"PEDRO - PABLO",MUÑOZ,LENCK,580,2012-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MM,1
GH2,"Magia Uagadou PLAN 2005 (DIURNO)",2009-01,Uagadou,25362255,3,"CRISTINA DEL CARMEN LOURDES",LOBOS,BELLO,158,2009-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4
HP2,"Magia PLAN 2005",2009-01,Hogwarts,10129287,6,"FRANCISCA ANDREA",AGLIANI,COMPARINI,1935,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6.1
HP2,"Magia PLAN 2005",2009-01,Hogwarts,16008945,9,"JAVIERA FRANCISCA",ALVARADO,ORELLANA,1670,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SO,6.8
HP2,"Magia PLAN 2005",2009-01,Hogwarts,23521095,2,"FRANCISCA DOMINIQUE",ÁLVAREZ,ESPINOZA,1816,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,24498117,9,"FRANCISCA JAVIERA",ANDRADE,VALENZUELA,1751,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.9
HP2,"Magia PLAN 2005",2009-01,Hogwarts,16612171,6,"ARMANDO MARCELO",ANGULO,HUMERES,1885,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,I,3
HP2,"Magia PLAN 2005",2009-01,Hogwarts,16612171,6,"ARMANDO MARCELO",ANGULO,HUMERES,1885,2010-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",AGO,I,3
HP2,"Magia PLAN 2005",2009-01,Hogwarts,17830131,K,"JAVIERA PAZ",AREYUNA,SÁNCHEZ,1879,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MB,6
HP2,"Magia PLAN 2005",2009-01,Hogwarts,7717460,K,"ALBERTO GABRIEL",AYALA,SANHUEZA,1865,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,17246755,8,"VÍCTOR ANDRÉS",CASTILLO,GUERRERO,1845,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.6
HP2,"Magia PLAN 2005",2009-01,Hogwarts,22796628,2,"DAVID PATRICIO",CHÁVEZ,MOSQUEIRA,1888,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.8
HP2,"Magia PLAN 2005",2009-01,Hogwarts,25475544,K,"CARLA CATALINA","DE LA FUENTE",INOSTROZA,1740,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SO,7
HP2,"Magia PLAN 2005",2009-01,Hogwarts,24484802,9,"ALFONSO ANDREE","DE PIEROLA",GONZÁLEZ,1688,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.4
HP2,"Magia PLAN 2005",2009-01,Hogwarts,24710030,2,"RAIMUNDO JOAQUÍN","DEL CAMPO",ARANCIBIA,1659,2014-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.2
HP2,"Magia PLAN 2005",2009-01,Hogwarts,6253574,8,"TAMARA ANGÉLICA",ECHEVERRÍA,OVALLE,1733,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,24093170,2,"CRISTIAN ANDRÉS",ENCINA,FARÍAS,3019,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.4
HP2,"Magia PLAN 2005",2009-01,Hogwarts,21027277,K,"CHANTAL MARIEL ESTEFANIA",FRITZLER,SANDOVAL,1664,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.4
HP2,"Magia PLAN 2005",2009-01,Hogwarts,19640018,9,"DIEGO RODRIGO",FUENTES,AHUMADA,1661,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.1
HP2,"Magia PLAN 2005",2009-01,Hogwarts,12062830,K,"PABLO SEBASTIÁN",GATICA,BARRIOS,1802,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.2
HP2,"Magia PLAN 2005",2009-01,Hogwarts,17911094,8,"MACARENA PILAR",GÓMEZ,ARACENA,1893,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.2
HP2,"Magia PLAN 2005",2009-01,Hogwarts,9906816,6,"CONSUELO DEL PILAR",GONZÁLEZ,GONZÁLEZ,1829,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,5643595,0,"CRISTOPHER NICOLÁS",GONZÁLEZ,SÁNCHEZ,1916,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6.1
HP2,"Magia PLAN 2005",2009-01,Hogwarts,10766014,4,"GABRIEL ERNESTO",HOLZAPFEL,IBARRA,1875,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6.2
HP2,"Magia PLAN 2005",2009-01,Hogwarts,8869577,7,"CARLOS ALBERTO",INOSTROZA,SÁEZ,1943,2012-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.3
HP2,"Magia PLAN 2005",2009-01,Hogwarts,15071329,5,"FRANCISCO ANDRÉS",LANCANAO,SÁNCHEZ,1807,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.9
HP2,"Magia PLAN 2005",2009-01,Hogwarts,21512307,1,"KERENA DAMISELA",LILLO,MUÑOZ,1938,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6
HP2,"Magia PLAN 2005",2009-01,Hogwarts,7325148,6,"MAXIMILIANO ANDRÉS",LÓPEZ,ESPINOSA,1653,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.7
HP2,"Magia PLAN 2005",2009-01,Hogwarts,6441970,5,"SEBASTIÁN ARIEL",LÓPEZ,GONZÁLEZ,1790,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6
HP2,"Magia PLAN 2005",2009-01,Hogwarts,4714475,7,"EDUARDO ANDRÉS",MADARIAGA,CASTRO,1778,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.2
HP2,"Magia PLAN 2005",2009-01,Hogwarts,22067224,1,"GUSTAVO ADOLFO",MENA,ÁVILA,1683,2014-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,SU,4.3
HP2,"Magia PLAN 2005",2009-01,Hogwarts,21039278,9,"ERNESTO FELIPE",MERY,BARRIENTOS,1714,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.9
HP2,"Magia PLAN 2005",2009-01,Hogwarts,6959508,4,"CONSTANZA ROCÍO",MONTECINOS,INOSTROZA,1864,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,16307707,1,"JESSICA ESTRELLA",MULLER,COÑUENAO,1662,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,B,5.7
HP2,"Magia PLAN 2005",2009-01,Hogwarts,13496897,7,"VANESSA ISABEL",MUÑOZ,MONASTERIO,1798,2013-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,MB,6.3
HP2,"Magia PLAN 2005",2009-01,Hogwarts,7138060,4,"MARÍA PAZ",MUÑOZ,MUÑOZ,1735,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,MB,6.1
HP2,"Magia PLAN 2005",2009-01,Hogwarts,8227536,K,"JOSÉ CARLOS",NAHUELÁN,LÓPEZ,1822,2011-02,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",DIC,SU,4.5
HP2,"Magia PLAN 2005",2009-01,Hogwarts,19508929,0,"DANIELA SOLEDAD",NAVARRO,REYES,1920,2013-01,GH13874,"""ELECTIVO AREA: Guía de la transformación"," nivel superior""",JUL,B,5.7
